Author ID,Author Name,Author URL
39481716,m. corry,https://www.semanticscholar.org/author/39481716
1400383433,catalina amuedo-dorantes,https://www.semanticscholar.org/author/1400383433
4059419,cynthia bansak,https://www.semanticscholar.org/author/4059419
40392273,susan pozo,https://www.semanticscholar.org/author/40392273
47693041,g. myrdal,https://www.semanticscholar.org/author/47693041
72083874,peter r. cox,https://www.semanticscholar.org/author/72083874
143872174,d. wood,https://www.semanticscholar.org/author/143872174
98280500,s. patterson,https://www.semanticscholar.org/author/98280500
144622287,a. richmond,https://www.semanticscholar.org/author/144622287
16619731,h. dicks,https://www.semanticscholar.org/author/16619731
50478197,e. boulding,https://www.semanticscholar.org/author/50478197
92204658,b. benedict,https://www.semanticscholar.org/author/92204658
38827526,j. e. spence,https://www.semanticscholar.org/author/38827526
48247979,p. newman,https://www.semanticscholar.org/author/48247979
118896966,c. frantz,https://www.semanticscholar.org/author/118896966
100905801,c. rogers,https://www.semanticscholar.org/author/100905801
69531161,philip h mason,https://www.semanticscholar.org/author/69531161
92776999,r. e. baldwin,https://www.semanticscholar.org/author/92776999
144238701,v. purcell,https://www.semanticscholar.org/author/144238701
66165691,s. hatch,https://www.semanticscholar.org/author/66165691
49368366,m. gluckman,https://www.semanticscholar.org/author/49368366
114223632,a. tay,https://www.semanticscholar.org/author/114223632
66006283,p. mcewan,https://www.semanticscholar.org/author/66006283
144121431,w. gutteridge,https://www.semanticscholar.org/author/144121431
51406612,a. d. grimshaw,https://www.semanticscholar.org/author/51406612
117482715,malcolm j. c. calley,https://www.semanticscholar.org/author/117482715
93490571,p. a. stouse,https://www.semanticscholar.org/author/93490571
119401871,hon. alexander cachia zammit,https://www.semanticscholar.org/author/119401871
88656203,charles archibald price,https://www.semanticscholar.org/author/88656203
89411404,w. f. geyl,https://www.semanticscholar.org/author/89411404
48589554,f. herrera,https://www.semanticscholar.org/author/48589554
113184710,g. beijer,https://www.semanticscholar.org/author/113184710
50002775,j. j. mol,https://www.semanticscholar.org/author/50002775
152546930,a. richardson,https://www.semanticscholar.org/author/152546930
114018648,manuel diégues,https://www.semanticscholar.org/author/114018648
2450609,l. katzen,https://www.semanticscholar.org/author/2450609
116999911,m. zañartu,https://www.semanticscholar.org/author/116999911
1787228,w. burns,https://www.semanticscholar.org/author/1787228
48216558,i. m. lewis,https://www.semanticscholar.org/author/48216558
152817095,emery f. bacon,https://www.semanticscholar.org/author/152817095
117765297,o. d. wollheim,https://www.semanticscholar.org/author/117765297
70623767,r. b. davison,https://www.semanticscholar.org/author/70623767
50300463,a. sharf,https://www.semanticscholar.org/author/50300463
103694610,john harré,https://www.semanticscholar.org/author/103694610
66579899,p. fordham,https://www.semanticscholar.org/author/66579899
16655895,h. wiltshire,https://www.semanticscholar.org/author/16655895
116100719,g. k. animashawun,https://www.semanticscholar.org/author/116100719
89708020,a. paredes,https://www.semanticscholar.org/author/89708020
79870259,r. thompson,https://www.semanticscholar.org/author/79870259
116548271,harley ross hammond,https://www.semanticscholar.org/author/116548271
104866497,lillian ota dotson,https://www.semanticscholar.org/author/104866497
108350936,leo kuper,https://www.semanticscholar.org/author/108350936
12121973,m. banton,https://www.semanticscholar.org/author/12121973
16691034,h. tajfel,https://www.semanticscholar.org/author/16691034
97504441,desmond m. connor,https://www.semanticscholar.org/author/97504441
117699057,eugenio pérez botija,https://www.semanticscholar.org/author/117699057
119108201,por jerzy zubrzycki,https://www.semanticscholar.org/author/119108201
118676468,p. bideberry,https://www.semanticscholar.org/author/118676468
49828496,g. germani,https://www.semanticscholar.org/author/49828496
107740573,a. k. constandse,https://www.semanticscholar.org/author/107740573
46723381,w. d. borrie,https://www.semanticscholar.org/author/46723381
66646001,paul schneiter,https://www.semanticscholar.org/author/66646001
116448065,s. bagú,https://www.semanticscholar.org/author/116448065
116712628,f. l. jones,https://www.semanticscholar.org/author/116712628
119225757,t. cnossen,https://www.semanticscholar.org/author/119225757
118987952,d. j. lawless,https://www.semanticscholar.org/author/118987952
119400136,g. d. mcquade,https://www.semanticscholar.org/author/119400136
6374760,j. zubrzycki,https://www.semanticscholar.org/author/6374760
118362698,h. w. arndt,https://www.semanticscholar.org/author/118362698
49029587,r. moles,https://www.semanticscholar.org/author/49029587
118367109,gerard crennan,https://www.semanticscholar.org/author/118367109
1478784250,william anti-taylor,https://www.semanticscholar.org/author/1478784250
46724556,rené pélissier,https://www.semanticscholar.org/author/46724556
116853640,czeslaw jeśman,https://www.semanticscholar.org/author/116853640
103472542,c. boxer,https://www.semanticscholar.org/author/103472542
118658565,george,https://www.semanticscholar.org/author/118658565
50393037,e. grier,https://www.semanticscholar.org/author/50393037
104745926,k. sinclair,https://www.semanticscholar.org/author/104745926
1478432979,laila haglund-calley,https://www.semanticscholar.org/author/1478432979
145015793,g. yu,https://www.semanticscholar.org/author/145015793
108550699,david l. morison,https://www.semanticscholar.org/author/108550699
116264578,charles j. levy,https://www.semanticscholar.org/author/116264578
117851710,d. wilson,https://www.semanticscholar.org/author/117851710
90146105,r. gray,https://www.semanticscholar.org/author/90146105
1485996586,kojo amoo-gottfried,https://www.semanticscholar.org/author/1485996586
145410494,a. polack,https://www.semanticscholar.org/author/145410494
49895482,d. hughes,https://www.semanticscholar.org/author/49895482
77525000,w. adie,https://www.semanticscholar.org/author/77525000
91995146,e. butterworth,https://www.semanticscholar.org/author/91995146
50737334,n. peppard,https://www.semanticscholar.org/author/50737334
117415675,p. rose,https://www.semanticscholar.org/author/117415675
144554254,s. rothman,https://www.semanticscholar.org/author/144554254
47359149,j. dawson,https://www.semanticscholar.org/author/47359149
93074118,a. kiev,https://www.semanticscholar.org/author/93074118
113196751,m. warren,https://www.semanticscholar.org/author/113196751
98064450,d. goddard,https://www.semanticscholar.org/author/98064450
47841396,e. brett,https://www.semanticscholar.org/author/47841396
50534994,n. uberoi,https://www.semanticscholar.org/author/50534994
92511073,j. r. hooker,https://www.semanticscholar.org/author/92511073
117363747,e. hughes,https://www.semanticscholar.org/author/117363747
104889876,n. deakin,https://www.semanticscholar.org/author/104889876
119467104,por f. vázquez mateo,https://www.semanticscholar.org/author/119467104
113312507,m. f. timlin,https://www.semanticscholar.org/author/113312507
31824420,j. thomas,https://www.semanticscholar.org/author/31824420
143880911,r. weber,https://www.semanticscholar.org/author/143880911
118603760,werner aulich,https://www.semanticscholar.org/author/118603760
118819180,r. johnston,https://www.semanticscholar.org/author/118819180
81428364,j. mcdonald,https://www.semanticscholar.org/author/81428364
119230663,w. m. besterman,https://www.semanticscholar.org/author/119230663
49602217,k. mayer,https://www.semanticscholar.org/author/49602217
92296005,d. benn,https://www.semanticscholar.org/author/92296005
115319966,w. s. bernard,https://www.semanticscholar.org/author/115319966
91048677,w. aulich,https://www.semanticscholar.org/author/91048677
49335832,t. scheff,https://www.semanticscholar.org/author/49335832
87953867,r. lee,https://www.semanticscholar.org/author/87953867
145279993,g. a. harrison,https://www.semanticscholar.org/author/145279993
47549018,r. rose,https://www.semanticscholar.org/author/47549018
39819676,jonty driver,https://www.semanticscholar.org/author/39819676
21454625,d. warren,https://www.semanticscholar.org/author/21454625
10142852,g. dunstan,https://www.semanticscholar.org/author/10142852
3185140,r. hobson,https://www.semanticscholar.org/author/3185140
104091368,c. peach,https://www.semanticscholar.org/author/104091368
113388304,cedric thornberry,https://www.semanticscholar.org/author/113388304
70641644,t. melady,https://www.semanticscholar.org/author/70641644
75086066,f. j. bayliss,https://www.semanticscholar.org/author/75086066
145462377,j. b. coates,https://www.semanticscholar.org/author/145462377
144504772,w. edgar,https://www.semanticscholar.org/author/144504772
98631420,r. nettleford,https://www.semanticscholar.org/author/98631420
72951076,r. i. rotberg,https://www.semanticscholar.org/author/72951076
6059102,r. serpell,https://www.semanticscholar.org/author/6059102
115092879,clive sneddon,https://www.semanticscholar.org/author/115092879
117919769,arthur e. bonfield,https://www.semanticscholar.org/author/117919769
5385486,p. duncan,https://www.semanticscholar.org/author/5385486
115957391,b.u.-d. dahya,https://www.semanticscholar.org/author/115957391
103090562,j. plamenatz,https://www.semanticscholar.org/author/103090562
7962262,s. clissold,https://www.semanticscholar.org/author/7962262
15183396,f. pye,https://www.semanticscholar.org/author/15183396
113905111,n. bosanquet,https://www.semanticscholar.org/author/113905111
117737475,zaynab dahya,https://www.semanticscholar.org/author/117737475
114899834,o. w. furley,https://www.semanticscholar.org/author/114899834
1414700124,j. chadwick-jones,https://www.semanticscholar.org/author/1414700124
1486011569,alan rees-powell,https://www.semanticscholar.org/author/1486011569
33841964,j. heiss,https://www.semanticscholar.org/author/33841964
32363139,j. e. backer,https://www.semanticscholar.org/author/32363139
115604134,j. j. monroe,https://www.semanticscholar.org/author/115604134
144831252,r. johnston,https://www.semanticscholar.org/author/144831252
1460157180,f. wilder-okladek,https://www.semanticscholar.org/author/1460157180
118639472,bys. barkin,https://www.semanticscholar.org/author/118639472
119265798,d. h. hofmeije,https://www.semanticscholar.org/author/119265798
118743538,par r. guye,https://www.semanticscholar.org/author/118743538
48732314,cleve schou,https://www.semanticscholar.org/author/48732314
1846445125,reginald freeson,https://www.semanticscholar.org/author/1846445125
116546543,n. deakin,https://www.semanticscholar.org/author/116546543
143930663,d. lawrence,https://www.semanticscholar.org/author/143930663
47436545,j. silvey,https://www.semanticscholar.org/author/47436545
116911837,m. j. lelohé,https://www.semanticscholar.org/author/116911837
46456479,v. houghton,https://www.semanticscholar.org/author/46456479
2063262,s. lieberson,https://www.semanticscholar.org/author/2063262
80297548,g. jahoda,https://www.semanticscholar.org/author/80297548
20500495,t. veness,https://www.semanticscholar.org/author/20500495
114257446,i. pushkin,https://www.semanticscholar.org/author/114257446
115351857,c. p. price,https://www.semanticscholar.org/author/115351857
17126836,o. mannoni,https://www.semanticscholar.org/author/17126836
116472297,ian hamnett,https://www.semanticscholar.org/author/116472297
47668139,k. leech,https://www.semanticscholar.org/author/47668139
34191315,jack melling,https://www.semanticscholar.org/author/34191315
104615610,r. l. kapil,https://www.semanticscholar.org/author/104615610
114946629,j. l. hymans,https://www.semanticscholar.org/author/114946629
48138794,c. chitty,https://www.semanticscholar.org/author/48138794
50592228,m. d. biddiss,https://www.semanticscholar.org/author/50592228
116881370,beryl a. radin,https://www.semanticscholar.org/author/116881370
103580672,r. tanner,https://www.semanticscholar.org/author/103580672
71857974,g. k. garbett,https://www.semanticscholar.org/author/71857974
115435462,b.a.n. collins,https://www.semanticscholar.org/author/115435462
119459337,j. hochbaum,https://www.semanticscholar.org/author/119459337
9826763,g. maselli,https://www.semanticscholar.org/author/9826763
16850685,h. grubel,https://www.semanticscholar.org/author/16850685
144852245,a. scott,https://www.semanticscholar.org/author/144852245
103386084,b. c. olschak,https://www.semanticscholar.org/author/103386084
119434118,por l. a. martinez cachero,https://www.semanticscholar.org/author/119434118
118755458,por b. w. haveman,https://www.semanticscholar.org/author/118755458
16708608,b. m. snedden,https://www.semanticscholar.org/author/16708608
143788485,p. wong,https://www.semanticscholar.org/author/143788485
119021647,a. a. c. cavelaars,https://www.semanticscholar.org/author/119021647
119493633,z. s. gurzynski,https://www.semanticscholar.org/author/119493633
119192331,b. w. haveman,https://www.semanticscholar.org/author/119192331
119533407,a. s. tuinman,https://www.semanticscholar.org/author/119533407
12848971,a. weinberg,https://www.semanticscholar.org/author/12848971
118755457,par b. w. haveman,https://www.semanticscholar.org/author/118755457
113844426,gaik cheng khoo,https://www.semanticscholar.org/author/113844426
144716733,j. hunt,https://www.semanticscholar.org/author/144716733
11759224,c. c. aronsfeld,https://www.semanticscholar.org/author/11759224
117700406,dave shipper,https://www.semanticscholar.org/author/117700406
40457603,s. milgram,https://www.semanticscholar.org/author/40457603
114161314,w. maslow,https://www.semanticscholar.org/author/114161314
113695422,mary c. pinsent,https://www.semanticscholar.org/author/113695422
34837823,r. cohen,https://www.semanticscholar.org/author/34837823
49951261,claude klein,https://www.semanticscholar.org/author/49951261
81603007,e. d. kadt,https://www.semanticscholar.org/author/81603007
116303874,peter woog,https://www.semanticscholar.org/author/116303874
48462547,a. mandel,https://www.semanticscholar.org/author/48462547
47232434,john garrard,https://www.semanticscholar.org/author/47232434
113481432,max melamet,https://www.semanticscholar.org/author/113481432
46322949,i. harvey,https://www.semanticscholar.org/author/46322949
145940625,jonny moser,https://www.semanticscholar.org/author/145940625
117160556,i. j. leibler,https://www.semanticscholar.org/author/117160556
117674718,f. l. brassloff,https://www.semanticscholar.org/author/117674718
49760158,j. gould,https://www.semanticscholar.org/author/49760158
82931482,d. stafford‐clark,https://www.semanticscholar.org/author/82931482
47999265,m. freedman,https://www.semanticscholar.org/author/47999265
144507842,c. hill,https://www.semanticscholar.org/author/144507842
46668058,otto klineberg,https://www.semanticscholar.org/author/46668058
118443584,clieton h. johnson,https://www.semanticscholar.org/author/118443584
104876374,a. e. bottoms,https://www.semanticscholar.org/author/104876374
117394986,g. bennett,https://www.semanticscholar.org/author/117394986
144415521,r. hart,https://www.semanticscholar.org/author/144415521
32427532,p. l. van den berghe,https://www.semanticscholar.org/author/32427532
115655491,jill sheppard,https://www.semanticscholar.org/author/115655491
1435225419,j. o'connell,https://www.semanticscholar.org/author/1435225419
16256148,v. karn,https://www.semanticscholar.org/author/16256148
145689401,j. rex,https://www.semanticscholar.org/author/145689401
145672056,robert moore,https://www.semanticscholar.org/author/145672056
144517147,j. needham,https://www.semanticscholar.org/author/144517147
73236277,m. scott,https://www.semanticscholar.org/author/73236277
145885633,w. cooper,https://www.semanticscholar.org/author/145885633
49809544,r. c. reinders,https://www.semanticscholar.org/author/49809544
117708198,d. g. hill,https://www.semanticscholar.org/author/117708198
1846282934,e. marshall pollock,https://www.semanticscholar.org/author/1846282934
69063246,hilary perraton,https://www.semanticscholar.org/author/69063246
16623593,d. oliensis,https://www.semanticscholar.org/author/16623593
34770093,j. bhatnagar,https://www.semanticscholar.org/author/34770093
117461104,alfred g. gerteiny,https://www.semanticscholar.org/author/117461104
92971968,r. j. hammond,https://www.semanticscholar.org/author/92971968
36999706,s. s. anant,https://www.semanticscholar.org/author/36999706
117171331,s. johns,https://www.semanticscholar.org/author/117171331
39090300,graham thomas,https://www.semanticscholar.org/author/39090300
1403940163,a. russell-wood,https://www.semanticscholar.org/author/1403940163
114619489,v. george,https://www.semanticscholar.org/author/114619489
82078702,geoffrey millerson,https://www.semanticscholar.org/author/82078702
39659306,e. feit,https://www.semanticscholar.org/author/39659306
12327303,l. kushnick,https://www.semanticscholar.org/author/12327303
113813014,john nagenda,https://www.semanticscholar.org/author/113813014
117895692,mark bonham carter,https://www.semanticscholar.org/author/117895692
47600927,r. jenkins,https://www.semanticscholar.org/author/47600927
117859235,j. h. denton,https://www.semanticscholar.org/author/117859235
119165435,par et. de la vallee poussin,https://www.semanticscholar.org/author/119165435
118680854,øystein opdahl,https://www.semanticscholar.org/author/118680854
145977449,a. richardson,https://www.semanticscholar.org/author/145977449
104765454,reginald appleyard,https://www.semanticscholar.org/author/104765454
118828745,t. goantiang,https://www.semanticscholar.org/author/118828745
119504289,luis segui gonzales,https://www.semanticscholar.org/author/119504289
16755370,a. dóczy,https://www.semanticscholar.org/author/16755370
83630153,t. w. rogers,https://www.semanticscholar.org/author/83630153
91135177,j. e. fawcett,https://www.semanticscholar.org/author/91135177
117299146,kurt richard grossmann,https://www.semanticscholar.org/author/117299146
104108891,rita hinden,https://www.semanticscholar.org/author/104108891
144331849,i. rubin,https://www.semanticscholar.org/author/144331849
79316492,eugene heimler,https://www.semanticscholar.org/author/79316492
2174986,m. dummett,https://www.semanticscholar.org/author/2174986
80170688,w. l. holladay,https://www.semanticscholar.org/author/80170688
40763683,m. beloff,https://www.semanticscholar.org/author/40763683
116785133,f. a. hermens,https://www.semanticscholar.org/author/116785133
116638089,h. d. klingemann,https://www.semanticscholar.org/author/116638089
3375270,f. u. pappi,https://www.semanticscholar.org/author/3375270
113620030,carol weisbrod,https://www.semanticscholar.org/author/113620030
15813303,h. tinker,https://www.semanticscholar.org/author/15813303
118392470,rabbi arthur hertzberg,https://www.semanticscholar.org/author/118392470
50280917,david l. stoloff,https://www.semanticscholar.org/author/50280917
119270017,n. lerner,https://www.semanticscholar.org/author/119270017
30904543,l. green,https://www.semanticscholar.org/author/30904543
1834081,i. szabo,https://www.semanticscholar.org/author/1834081
116914355,m. cranston,https://www.semanticscholar.org/author/116914355
40270651,s. roth,https://www.semanticscholar.org/author/40270651
112957925,e. rose,https://www.semanticscholar.org/author/112957925
94796919,c. j. jooste,https://www.semanticscholar.org/author/94796919
145252080,m. price,https://www.semanticscholar.org/author/145252080
113710674,quintin whyte,https://www.semanticscholar.org/author/113710674
115175284,adrián sinfield,https://www.semanticscholar.org/author/115175284
73919717,june elizabeth derrick,https://www.semanticscholar.org/author/73919717
116048493,m. dines,https://www.semanticscholar.org/author/116048493
113050249,k. little,https://www.semanticscholar.org/author/113050249
119378703,e. boyle,https://www.semanticscholar.org/author/119378703
38174281,simon abbott,https://www.semanticscholar.org/author/38174281
115257925,anne de la presle,https://www.semanticscholar.org/author/115257925
12378422,o. gish,https://www.semanticscholar.org/author/12378422
79249730,c. bagley,https://www.semanticscholar.org/author/79249730
145727957,l. raynor,https://www.semanticscholar.org/author/145727957
84063323,b. hepple,https://www.semanticscholar.org/author/84063323
113231392,john sekora,https://www.semanticscholar.org/author/113231392
92166202,b. davison,https://www.semanticscholar.org/author/92166202
1470834476,k. hylson-smith,https://www.semanticscholar.org/author/1470834476
114615534,percy s. cohen,https://www.semanticscholar.org/author/114615534
103913730,d. rothchild,https://www.semanticscholar.org/author/103913730
144176039,a. little,https://www.semanticscholar.org/author/144176039
91162000,c. mabey,https://www.semanticscholar.org/author/91162000
104950001,g. whitaker,https://www.semanticscholar.org/author/104950001
47438691,s. neville watson,https://www.semanticscholar.org/author/47438691
102355814,harold lampkin,https://www.semanticscholar.org/author/102355814
103941681,m. newitt,https://www.semanticscholar.org/author/103941681
48683758,a. dickey,https://www.semanticscholar.org/author/48683758
16938068,t. kawwa,https://www.semanticscholar.org/author/16938068
88774934,e. brathwaite,https://www.semanticscholar.org/author/88774934
114949851,j. m. lonsdale,https://www.semanticscholar.org/author/114949851
113784580,j. edmonds,https://www.semanticscholar.org/author/113784580
144082969,h. patterson,https://www.semanticscholar.org/author/144082969
118110042,m. swanson,https://www.semanticscholar.org/author/118110042
26440814,b. g. cohen,https://www.semanticscholar.org/author/26440814
40306618,p. jenner,https://www.semanticscholar.org/author/40306618
88819416,u. hannerz,https://www.semanticscholar.org/author/88819416
145108133,d. bhattacharya,https://www.semanticscholar.org/author/145108133
39789021,j. a. perkins,https://www.semanticscholar.org/author/39789021
32691915,j. muir,https://www.semanticscholar.org/author/32691915
153657136,j. r. mcdonald,https://www.semanticscholar.org/author/153657136
152181282,g. beyer,https://www.semanticscholar.org/author/152181282
30467298,h. david,https://www.semanticscholar.org/author/30467298
39529179,t. samuel,https://www.semanticscholar.org/author/39529179
82356929,e. f. kunz,https://www.semanticscholar.org/author/82356929
116261970,h. rose,https://www.semanticscholar.org/author/116261970
116333282,melvin peck,https://www.semanticscholar.org/author/116333282
80529730,maurice p. hunt,https://www.semanticscholar.org/author/80529730
46242453,r. weisbord,https://www.semanticscholar.org/author/46242453
50563101,a. stein,https://www.semanticscholar.org/author/50563101
118505581,z. lamm,https://www.semanticscholar.org/author/118505581
101288258,i. katznelson,https://www.semanticscholar.org/author/101288258
4758113,l. sklair,https://www.semanticscholar.org/author/4758113
52340733,r. kühnl,https://www.semanticscholar.org/author/52340733
108363871,r. schuursma,https://www.semanticscholar.org/author/108363871
50418308,h. jäger,https://www.semanticscholar.org/author/50418308
118272046,abraham g. duker,https://www.semanticscholar.org/author/118272046
114131117,annelise thimme,https://www.semanticscholar.org/author/114131117
37717145,g. fleming,https://www.semanticscholar.org/author/37717145
114760235,wulf schönbohm,https://www.semanticscholar.org/author/114760235
116903684,shinobu oe,https://www.semanticscholar.org/author/116903684
40700453,c. bibby,https://www.semanticscholar.org/author/40700453
114757055,anne rodway,https://www.semanticscholar.org/author/114757055
118230425,joseph a. hunte,https://www.semanticscholar.org/author/118230425
145093484,b. epstein,https://www.semanticscholar.org/author/145093484
116797152,andré z. labarrère,https://www.semanticscholar.org/author/116797152
37956917,g. w. shepherd,https://www.semanticscholar.org/author/37956917
79220278,e. krausz,https://www.semanticscholar.org/author/79220278
118234965,r. anstey,https://www.semanticscholar.org/author/118234965
46914099,r. ward,https://www.semanticscholar.org/author/46914099
114332307,f. taylor,https://www.semanticscholar.org/author/114332307
48322973,a. mazrui,https://www.semanticscholar.org/author/48322973
104787524,r. huttenback,https://www.semanticscholar.org/author/104787524
47431019,r. bell,https://www.semanticscholar.org/author/47431019
101568308,h. lever,https://www.semanticscholar.org/author/101568308
116194167,o. wagner,https://www.semanticscholar.org/author/116194167
118093528,k. g. hahlo,https://www.semanticscholar.org/author/118093528
49524844,j. kieran,https://www.semanticscholar.org/author/49524844
49252185,yochanan peres,https://www.semanticscholar.org/author/49252185
48804650,z. levy,https://www.semanticscholar.org/author/48804650
69438791,a. hoogvelt,https://www.semanticscholar.org/author/69438791
112912966,f. samuels,https://www.semanticscholar.org/author/112912966
1785405014,m. j. le lohé,https://www.semanticscholar.org/author/1785405014
1846285722,a.r. goldman,https://www.semanticscholar.org/author/1846285722
1410673852,j. pitt-rivers,https://www.semanticscholar.org/author/1410673852
79496885,l. radcliffe,https://www.semanticscholar.org/author/79496885
118527196,richard p. longaker,https://www.semanticscholar.org/author/118527196
108264843,j. a. langley,https://www.semanticscholar.org/author/108264843
117848368,j. jupp,https://www.semanticscholar.org/author/117848368
120347574,j. western,https://www.semanticscholar.org/author/120347574
82248331,a. rabushka,https://www.semanticscholar.org/author/82248331
153497148,franklin j. henry,https://www.semanticscholar.org/author/153497148
46311759,e. bender,https://www.semanticscholar.org/author/46311759
118929080,marrigje scobie,https://www.semanticscholar.org/author/118929080
144420235,c. w. hultman,https://www.semanticscholar.org/author/144420235
3457063,thomas l. bernard,https://www.semanticscholar.org/author/3457063
12888769,r. moncarz,https://www.semanticscholar.org/author/12888769
38542090,w. li,https://www.semanticscholar.org/author/38542090
2375451,w. böhning,https://www.semanticscholar.org/author/2375451
50234558,t. r. lee,https://www.semanticscholar.org/author/50234558
69489037,k. weiermair,https://www.semanticscholar.org/author/69489037
118940201,paul ladame,https://www.semanticscholar.org/author/118940201
144891324,arthur l. smith,https://www.semanticscholar.org/author/144891324
32469197,h. walton,https://www.semanticscholar.org/author/32469197
116917490,charles d. peavy,https://www.semanticscholar.org/author/116917490
105062602,boniface i. obichere,https://www.semanticscholar.org/author/105062602
46499027,v. harding,https://www.semanticscholar.org/author/46499027
84593168,k. opoku,https://www.semanticscholar.org/author/84593168
69340274,m. alexis,https://www.semanticscholar.org/author/69340274
50132640,m. jackson,https://www.semanticscholar.org/author/50132640
34345485,o. taylor,https://www.semanticscholar.org/author/34345485
145298729,r. l. scott,https://www.semanticscholar.org/author/145298729
69340960,patrick c. kennicott,https://www.semanticscholar.org/author/69340960
12021500,g. a. lévesque,https://www.semanticscholar.org/author/12021500
116047902,joanna schneider zangrando,https://www.semanticscholar.org/author/116047902
98846409,robert l. zangrando,https://www.semanticscholar.org/author/98846409
80860251,h. hahn,https://www.semanticscholar.org/author/80860251
103339926,a. jensen,https://www.semanticscholar.org/author/103339926
38730170,j. hirsch,https://www.semanticscholar.org/author/38730170
117325816,l. hudson,https://www.semanticscholar.org/author/117325816
144014876,s. rose,https://www.semanticscholar.org/author/144014876
114424695,m. m. richards,https://www.semanticscholar.org/author/114424695
51038936,colin holmes,https://www.semanticscholar.org/author/51038936
117092673,julio dresner,https://www.semanticscholar.org/author/117092673
49400899,margaret s. ellis,https://www.semanticscholar.org/author/49400899
103477755,b. crick,https://www.semanticscholar.org/author/103477755
114798546,d. macrae,https://www.semanticscholar.org/author/114798546
101880167,w. p. zenner,https://www.semanticscholar.org/author/101880167
114781644,franz dobmann,https://www.semanticscholar.org/author/114781644
1411594009,x. léon-dufour,https://www.semanticscholar.org/author/1411594009
118324133,peter gradenwitz,https://www.semanticscholar.org/author/118324133
118447624,christopher hollis,https://www.semanticscholar.org/author/118447624
97907049,j. goldlust,https://www.semanticscholar.org/author/97907049
82227976,m. sim,https://www.semanticscholar.org/author/82227976
115993172,jonathan magonet,https://www.semanticscholar.org/author/115993172
114068236,y. harkabi,https://www.semanticscholar.org/author/114068236
116355638,david glueck,https://www.semanticscholar.org/author/116355638
78882664,s. j. rosen,https://www.semanticscholar.org/author/78882664
2024950,m. feldman,https://www.semanticscholar.org/author/2024950
113670673,w. rabi,https://www.semanticscholar.org/author/113670673
104066994,g. c. alroy,https://www.semanticscholar.org/author/104066994
50586528,erwin leiser,https://www.semanticscholar.org/author/50586528
118499017,s. bornstein,https://www.semanticscholar.org/author/118499017
118025515,peter storrs,https://www.semanticscholar.org/author/118025515
114480280,jacqueline e. stuart,https://www.semanticscholar.org/author/114480280
113635688,b. kayfetz,https://www.semanticscholar.org/author/113635688
116551356,elkan d. levy,https://www.semanticscholar.org/author/116551356
146909408,hussey lr,https://www.semanticscholar.org/author/146909408
153220984,t. a. rees,https://www.semanticscholar.org/author/153220984
81969905,r. jowell,https://www.semanticscholar.org/author/81969905
1456743493,patricia prescott-clarke,https://www.semanticscholar.org/author/1456743493
1846306070,conor cruise o'brien,https://www.semanticscholar.org/author/1846306070
98839728,r. anstey,https://www.semanticscholar.org/author/98839728
1846360140,g.c. kinloch,https://www.semanticscholar.org/author/1846360140
39587545,a. marsh,https://www.semanticscholar.org/author/39587545
117762386,lloyd street,https://www.semanticscholar.org/author/117762386
116391414,anani dzidzienyo,https://www.semanticscholar.org/author/116391414
143980169,a. wells,https://www.semanticscholar.org/author/143980169
49737313,j. comas,https://www.semanticscholar.org/author/49737313
152211950,w. ellen daniel,https://www.semanticscholar.org/author/152211950
1846280133,christopher bagley,https://www.semanticscholar.org/author/1846280133
113681195,j. downing,https://www.semanticscholar.org/author/113681195
40766976,quintin hogg,https://www.semanticscholar.org/author/40766976
114468151,d. horowitz,https://www.semanticscholar.org/author/114468151
114427685,c. palley,https://www.semanticscholar.org/author/114427685
50570985,d. w. hill,https://www.semanticscholar.org/author/50570985
46374835,a. barnett,https://www.semanticscholar.org/author/46374835
116629636,c. pickvance,https://www.semanticscholar.org/author/116629636
116722589,r. wild,https://www.semanticscholar.org/author/116722589
113718166,c. ridgeway,https://www.semanticscholar.org/author/113718166
15420578,c. s. smith,https://www.semanticscholar.org/author/15420578
114188469,n. wilson,https://www.semanticscholar.org/author/114188469
104696452,a. robertson,https://www.semanticscholar.org/author/104696452
37518464,a. marsh,https://www.semanticscholar.org/author/37518464
3074167,c. y. choi,https://www.semanticscholar.org/author/3074167
118322315,m.o.a. durojaiye,https://www.semanticscholar.org/author/118322315
50472472,r. mast,https://www.semanticscholar.org/author/50472472
112968417,p. v. praag,https://www.semanticscholar.org/author/112968417
108146169,j. burnley,https://www.semanticscholar.org/author/108146169
1802063,r. taft,https://www.semanticscholar.org/author/1802063
36770259,p. strong,https://www.semanticscholar.org/author/36770259
52271122,p. j. fensham,https://www.semanticscholar.org/author/52271122
103209012,y. comay,https://www.semanticscholar.org/author/103209012
96336103,g. s. foster,https://www.semanticscholar.org/author/96336103
113999841,c. m. eckert,https://www.semanticscholar.org/author/113999841
4550744,j. p. alston,https://www.semanticscholar.org/author/4550744
143782822,john kramer,https://www.semanticscholar.org/author/143782822
84084142,f. d. harper,https://www.semanticscholar.org/author/84084142
115090769,j. gelb,https://www.semanticscholar.org/author/115090769
113863786,frank kofsky,https://www.semanticscholar.org/author/113863786
103120238,j. pease,https://www.semanticscholar.org/author/103120238
145520767,w. pease,https://www.semanticscholar.org/author/145520767
12721708,w. muraskin,https://www.semanticscholar.org/author/12721708
