Paper ID,Topic ID
9000c4dce8196101a94d3472e36a7ac6b6fa1a2e,44785
476e4d17080e499dca5eae69cd820849e489d4a0,572
ee0a0114faa760d56d045a7c9d9602177630af37,4701
e0d0d58458ae87570612f23d8ae6c9aba64e159b,37678
8a3698637d0ccf55c22ec6883cf73516cf9b1e3c,261870
1f7518e41c1538680b4bf33599797548c65bd2b2,152718
bbc0e3e307360cae42593e1347621bb707767b7a,45500
acdadb7fff9f18abd75af69c7c2179f4fec88207,36544
8755bd8837d54f8f85d91bab65e7dc7442def454,855022
f5b69b8403d7857525cb41c42fe98fb32f35fbbc,919069
38b5adb5d80c0fae3acd4fe73606bc15c0cca9ff,452636
bcc31768b1be9d4e785355045319d4fc3cdca1a5,622162
b3f43e8cf5fb19be730b906d7851363678226a85,2239108
b00887920cd8b141f4c5f92a8295240759b4f5f8,2642300
e9fd9c907811d47a5bc8992961860b571d3a1ec0,11781
a3b6e6365c588f84eb1034406571d4473f7b6a6f,142474
f0616a69953d03b60c018d12fb7b3df2d6c134dc,11762
93eafd91d49554aa16e2a969abe0d441902a2801,1958431
eef19d29f41eb7fafbecfbee5dc18db08b8f3c52,147827
b4049195a71c38e5c95e6a9fe5bdf88e32531d62,243446
97efb0f9b29f570f212f19151951b621811cb097,4185
02400549a9f6692cc614f6e7c4a7d1b789fcd0c7,12274
eb03a6eb87a8293b5a648847acd7d235eef62857,1385728
627147f92a17f0c40b165ca1140f0f441c494d66,10686
16ac60f96d96ec2fdbf638f359a7dd704f30f747,1413624
68899928a5cbfd291e9474a235fe5e1772844c04,167353
e9e7a2b18984087eaa0f2ed97a079448f123b776,1663350
b0336575e305e1d6bbc40d0de7fcb01f2d88393e,8554
d7b566fc763c083f8c5bb7ce9ddfc64091bde1da,411329
fd247d27f2cc60f955b1339bda0700d4906dc266,629071
bb91f4c3620564e7e8d86d853183fc034e642918,588123
7b5ee3fbd85acb307efbd89edc57ec3a3c495e6b,6221325
3793c1998a0a7276c8127d096dbc2f37ca691a22,5281
a7ba18c2f57251276e912db8e133a57093954ac7,228029
d1a3afbf7ed50f56dce30792f011addbae3e88ce,39987
5da3fb4770f376d39cd867b3bcce9d8701d5e1bc,946891
c12a0fcaf9338a3656dc64c80d457cfad0461ced,592517
3793c1998a0a7276c8127d096dbc2f37ca691a22,5282
c37bb8056d9ae92f513a73a5908ebb573d0f411b,252528
9a7dfde2ebd3191db5cb01d6f82627674d7285ad,2183
14d2a78e908c90d033fcf9d9862f2c38109ab951,115899
336631fcf8be0b61a41769f5ed1d8596a3e3ca99,24617
59134e7fd7dc5c8d569cf3fd661effc0e3569950,725683
41da621dd8eb8cc0e89dff5582553c64e22c7600,983
6ba210b385a3ec91b42fd671ca8fde389e978a8a,91583
b84eefe3123f2d113d795e9e842cd77d69f21e61,260158
12c1c0ac3dc6473cd6f3a1c36ae8ec43045fefed,2160743
6ff6c514fe662a830256e81602f3e74e6e3599ac,4581
2b9b5d552617fc3e1c2f674d0e03136851a61683,10085
ee0a0114faa760d56d045a7c9d9602177630af37,40525
8a02ed92a1f92356b876e1eff8d8e235d304fd99,1314
430df6dad4a2add22141f632df5769558a213931,8296
784387385f838aae78e47e03b0a10fff8f3933cf,97879
6ec7c63b81435281c9c07575e6effe30cff94e3c,36604
45effc0291aab480798c1e3f8278588e587abec4,34365
c781708e2805eac15f077fda304abfe946dd81fa,21302
5d2d5ce9951c547160a9d97194d266f3f7265626,5221635
89901556bcbe810489d629b07818d68602af978a,60678
8c528487864a89054bbd0907b32af84952112f75,88258
2443b48ac713e456c54bef54388a6ecca64f4d21,50165
f7d7ac82dc6a49ecffcc1cb9c13ac5176a1bf3c4,34450
906492b031e0194f77bd7686025a33b1de684054,268126
5dc61f4d610ae69ef0b833317256419c59c15965,428578
103567762540ea0b9fab56638cfdc0a0f1302e49,1692
7ffb4d345f4cdde3d28f370719bd8c5f367578e0,10442006
4fc15fb2e9ba17d59a660cffb3768c16c42b0bec,3045
158d1b43ede66939286cc8343e6fe9dc908ecd3a,1549
fcf4d28e645e0e2fe4faccc2ed1d636812e47cda,17291
95a41d4774d61c270308e6fad39c1598a82e381d,80516
e7b3f9db49ec501b6bd83f1a9985ed47e758416a,606511
e0a4cbf99a5ce3821b4e6b43f14df42ac335f23a,359
609907c7fa34cb35bcb93756db29fda3c8b731e8,631
4e7c93c38eaf34be42df9acfb0279d2a35897e14,479080
c8afaca76b30da4c06307fc01efe6ea7d29cec17,64840
f8897ab589025936160b2313da096dc970b2aa62,424759
57fe2deb550bea60aafeebcfb89492310c6c5078,40476
7bb6a9ff6a96a160812d171ea7a8098a727aea34,349421
03dcd4e42c84f2773693e3b324747044c68c4a99,56454
132d7b91bdcdc9058a71dde9cac55dcb4a3f893a,90346
9db5a1429c198ca9f8e89d017a677d6274558076,842290
1a18ba2f6b05c292793786a8a3f68d121ae2383e,15280
859b0f85e886e7f7988f4c946599e98fd2e6f3ef,274893
f59c9b5ea81c59725aa21e708362ab7b7cac5929,91
7a0046d708d2fa5f51f834bab09bb24589a19cdf,93766
b0cd92751955cc45198ce319f2d2eac72577a44c,3029791
fd5813eea6e82c22836502cf0dfa395cbb4a3371,1110481
012e84fb5e8680d281eb92523cdd3f59a6a7e014,65447
ddcbb71355b26460c00a4028d1b354c214ff2fd6,48096
90dfc580ec9bcffd8b63db2cf6febcf7353fc1a5,3243770
69b0fe5291730dd7d4400a0d8777c10b68bf2b19,102620
a0d0f98d201531e7c8af7caa6281db62312f805f,17400
03dcd4e42c84f2773693e3b324747044c68c4a99,6111016
88105e95d4a7293f984cadefc525edff1796a273,5961
707019396a82ee0a3911e228ac3868f43d32696f,91618
1af03b722120ea0b77b2bf6404011c033ab78256,70219
976c87540789633540f1ceb715ec63203a443dc9,100150
a8407692e9b6c5e75277b7713674b174f4dba585,3290858
73528e6126240bd3a50dc22fdd36b6e67f77e478,196889
7243592e1d1d44bb8d5764917eb7bed32b78567d,757320
02400549a9f6692cc614f6e7c4a7d1b789fcd0c7,726668
72aa59e82103058cd3b88553fa0a52c18891d593,19548
d7518ec7b69265458b48dcbcaf5c6fd6af3af149,91399
e5fa70e66d44e6b4d24fa1f4bb5e04ba489a6007,701135
deeb93a61f0cdf09f657588fe555d66d85ca9b26,6117969
cf23e83cdeefcb1932114eae816d878e95d50e6b,451633
dcabcf89e50e9876810cc822e39de8129b84c906,1070055
e595780f2b2604b899bb0a41eadd460f60963268,81731
ed2f951abf0615acd7cd35ceb0f44e9e9e06e6ec,412440
9b6384105c428e48f0f464a498d16eccf65b6652,216625
f91aba769a6677da0073923997d8dbc74409682a,132482
c77651acbdb6d8a7c1f1d5fa76f9954f0ccd54d2,811893
debbfc2261089fc14eefbd5aabe2b21e74135db2,1928545
d7f7f27decdc80f9cfeaa15994b98d1fac4e7c60,58396
17b9d9d5ba7127dbd4312aefd3b270f839062527,139394
4129256b45cdc58ad32935197ee5772e3e464e9f,20350
fd7acec40220395544986a0a595a71e798da6c14,79932
1e72b796c5eec23d8fc37bfdbde9e23fe3fa5c9c,4937257
f7a67a201b11ffbb095dc7cd90dd214a41d79d92,156798
62a1b09bc23a0fe79fad48235d4961ae781695db,121803
a0ffc4096e372b4629b9744dd08f5d506bd1e6c1,329880
23f6b4d4e9b17670bcfe9b52cff5b6c2c650c44c,42592
91d57dbc7d2c26090d2a78e976773628e53ef709,4187811
53264c7a83f4e71ad32fb00be9304b3f840945f7,53901
03330c6aeec707bc80f76b8f99350a91c5947098,1076765
f7f86f7bd9f652c6bb789125737fd9036071ca68,18601
e5212c35aac502f654a5f61d5329a6ca3f8dcf1d,3762
5077af3c56acc8e80bbbd5d3b3764beee139c076,4645675
077ecf6428267296d5afd5ea2986db43eddceab3,544112
9ea8aa6065bb483c69108a13da7bd69c6f08184f,234982
7a0046d708d2fa5f51f834bab09bb24589a19cdf,1119589
a954f689b983cd610eabf5de5acfcd624c9b57f6,1475247
9992e85e96a50b03991e244a3ecdbec1d0dfcc9d,1911915
7b5bad62b1b1f0a6fc05a82e8c987e35054b3785,3288644
df11aea0426de0bdd2aac37a635a3e239eedfc4e,56619
140fb036dfe5e3391f89b4db1d64774f05fe27d4,5006214
cf23e83cdeefcb1932114eae816d878e95d50e6b,360749
2fc711859eb31e6bb7d0da4d87e3fac55cc9a257,700
ddcbb71355b26460c00a4028d1b354c214ff2fd6,2565
0923e4c5b34ac08d94e7c4f564f611232de608b6,2392323
6c420b617862642b30317eeb089f78727e12f30c,118336
7fec976e7f8a10ceeee5bff49d9e95233a06282d,4852
a20cca4068a89e974a39b312b0cf2dd711a81c1c,10506840
818dfeedab480a4b4111d09b32496505ddad714a,1967371
140fb036dfe5e3391f89b4db1d64774f05fe27d4,1900545
5413e8a0e702269f0a4a0104cbc9521a1f92767b,758429
01d24d85aff58d529993253126a1ca11a602f68c,241012
012e84fb5e8680d281eb92523cdd3f59a6a7e014,20144
45effc0291aab480798c1e3f8278588e587abec4,80485
66052cff8df5a2c8e28c3bf60ed762760031a568,105018
51160b2b8250a422ec9c4697e6308047b9d9bba0,37446
4bd241d080f2a67acaf01f96288875528b4ab4de,287671
52a57dc4e85bc9d6ed74792f9560566cb72ded69,3279135
fc94405d487ba87062e6440ab690ebf9bc4c106e,645338
7709568cdfdb34f5745b58459a05ac19c6663609,221263
df71b1b0d94e898a4f73d1f37ac747fdb0f08db0,1667954
be81eca0600244dd3ad14ac57350e19c2e3d24bc,1902249
c242610dfe64a59b93031b6d45148623f349fcc0,9570673
dc909eb056fd9849ee088ad119014369840e3aad,27268
c8dec1f14d6a27b783fbf685c572861657a60963,40741
c3b4bdb2899eeb6e4f2225bf2cb1b864a8c3fec4,1355588
6eab02b429a3d9bc6d190027f64e0ecf4a16a820,41587
b2f1ef5caf39f84dc4e5bdcc16cf2fe1b687159b,27997
46d9432e842ceb1a49605984eea9662c72f9df7c,78297
21838b665048160a7f4859dff4599c2df74df41e,22418
8601f3a1d74079524ddd32ba7edc51120d420b27,41360
df93a593095abfecbda95666fdc69fd4baae60c1,425896
9e5cb9c571396e1eb01bcfe613c1a60d8e070ed5,202
5556727daa33b561a3f43baed177ada8158d1afe,15295
b052b5c8bf10b272185b5c7b04e691d73d54727b,184302
9d537d1b3e0d85a9b5730b073bb1a9936df7a28f,1539665
dbdd6f6f196dfb8958d152e0b20ccc78b1136511,100801
6ba51111641991ef92d8f57343eba8a720a65161,390663
06f7873521866bf1c903dfc47039fe2b35dc780e,2172840
9b6384105c428e48f0f464a498d16eccf65b6652,534922
fcba54ed0bf1f34c747347806d4b455c69e99e2d,420021
3376e65da58c6a1e9ad624bf32f936965fb802e9,18968
108bc8af199b02f74e083b411cafc88c03794aa6,103428
5a2201c6c3a91f5db90ac7269dbe8dfe63ea5171,30072
26af4f21975c0e12f809e9ea76faaf7fda758d2e,321318
012e84fb5e8680d281eb92523cdd3f59a6a7e014,4753767
940d36152892b8bd190448bbd3b0e4aeb046c2d7,164505
8755bd8837d54f8f85d91bab65e7dc7442def454,755977
4a8e66b138e450e065ff7145b1e0628e3b9acf26,354694
430df6dad4a2add22141f632df5769558a213931,1973748
5e446c997978a818447a580f5a74b1aba0b99532,9818
9def14818e7c37a8caf3fa640c63d4f2884bb04b,455612
ad4653eda31d98363d2c4a00fc05d974fe1e1460,159621
8e7291124a4747a71a73724122026056ba356592,59863
21c3de6f0bd6e5d53070ffe7273295fa30cf10e3,44006
7a0046d708d2fa5f51f834bab09bb24589a19cdf,267877
d75141a6bec3cff76d5aee5b2d6e328f3e686df8,3219
08257b922b9b495d974cb067de315eda36ad5e93,433376
ad93bcfd4082f4a81014847059bfe37894ca7ba2,1138894
3c69121a48679a4a723868f62133e4caeba2a283,252479
d79ba9040d79f1ff1943b4eed324cd4e0d251ea2,462274
fcc77a76645a69851afafbe614a3db96c80c6f40,179
03e739c9c917ef8ce85aea6de44b29ebbdc3d8c7,1625510
73b1580dc504927816f1de5fac36913120c784b4,309527
43c5aac1a42da460cae9a034b4b689f04d06855d,3453062
cfeca24fb688882fa4fab483d00ef231efa68a33,26508
ddcbb71355b26460c00a4028d1b354c214ff2fd6,130754
9088631b5255ee435d2430a6f7b62d50541016fd,52959
8b2bc4a1a36b543665697fa80eb4d578eec90241,1936
f6b5dac39b8258728a047ec4f6442b571094eb9f,3373569
b653075b3d1b560297bbac7e2077dcda9986aaf7,5619317
20df8608d09759117727be390e9a0f176e72fec8,1737275
fc572b97742c0af3dd888456e281f47caeea1021,1149
678d12acb4910ba003f72204535bb834f49a6ff9,163689
c781708e2805eac15f077fda304abfe946dd81fa,7425
a0d0f98d201531e7c8af7caa6281db62312f805f,733367
1a4143ba66f475a0f2e4c944c5e49bdce5f2ee5a,3955080
8601f3a1d74079524ddd32ba7edc51120d420b27,9392
f27293e429df0308fee41135c1b5498d01875b0d,120462
03dcd4e42c84f2773693e3b324747044c68c4a99,796899
1b3043ee38e8c22747a3e09b0f90b4788129eb36,15876
7854c60c5bc6abb7ea97730963bd9087ca8c7214,298246
6afe3687c69a256b0714bbdd08c1c64befb30da7,3792265
387c4587cc1c4364f4e6f479e50b5e3e70306e79,105913
efac6b79ce460fefd7a1713ea57960cd2a37a8eb,211087
0c32e0c9ed8d6ee0c4634b509af4b8463b0f7ccb,1844542
2023eeaff92cc40d6c3658e454221dcdff72aa0c,254140
86f6076dd067dcd998c4b4916c56e0a988bd124a,4963
798b4e8226459d8772da34ad02a805e64b56fbc3,4116040
523eb6e3f08d1ae3c67f9841f820d3d84ad29470,353711
543082721734a4908f9c36391f18f26f22e4f264,3972
f1d921020bb3c4379dd04f50e67de8b535b3b264,14461
6f91eaa7475c989289bc81c3bda5cf997e5be726,117584
66723d1107855423500a3a5e4edd350cbdc5de50,1258059
ae5788e50261218503b88927ce05b9210379f842,285576
fcf21aca7a94433857b96f88de3cdb29e253d54d,1221634
8c528487864a89054bbd0907b32af84952112f75,10885077
3241404379c01b8a9273c68deddfa52c4ddb6641,282123
8580b083f7dfdd4526b5f351e9d80c1403714c92,859081
3793c1998a0a7276c8127d096dbc2f37ca691a22,33274
a0f3ab98b562cf230acb1a72db985141c90e853f,7399
eabbc210228ee7a8f2f4e83da452bf28c9ab2339,40074
96333d731d0ed14f6cc3ccfa1e19c9cef95993c9,100001
6ec7c63b81435281c9c07575e6effe30cff94e3c,1929
03dcd4e42c84f2773693e3b324747044c68c4a99,205909
b97a52bfebafb1e278035f2e6372d36a7ea91418,543
5c30d2cae6da0c95d5d53cc656531055a8d922bf,42328
9dd9536939f0464320f61209d87c47c64e020f85,105923
32d22973307e0de3de360349fb962542ed1a61c1,273394
c781708e2805eac15f077fda304abfe946dd81fa,170641
e55edfe4d82b7810d73888b00b81e27824fb61c5,30545
1bce55ffa4ddf911537fa890a9d4dff80c1ab952,40649
bc56fe759dfcb970e7c9a05c59ac085add3cd521,51023
ce88c20d812b3e06affd3cd784b45224bb7ca7e2,242862
26af4f21975c0e12f809e9ea76faaf7fda758d2e,1985696
26af4f21975c0e12f809e9ea76faaf7fda758d2e,3226427
452f37d7209c6297a24541969e99d2f47518d287,34959
b2f1ef5caf39f84dc4e5bdcc16cf2fe1b687159b,5417
6e37a7cea5fc492098a216997acf286e7598951e,22816
2cea8f7a5920c229d1645f319c4c544c8bfb1151,132826
fadfaaa25afedc626c40ec5e21b6310486e6625f,6401928
03dcd4e42c84f2773693e3b324747044c68c4a99,204057
81057ce4a2e703e8608afdd7274b4e2aca490b09,153771
a18cceb3607205d0c1afb7dea8d4af28fc643070,2784
2f4ffbbcda357a66e93e480e4346ba831fa8226e,458191
744cf5ccc137f8f871cc6fb28b21138dfd318dca,2623023
a20cca4068a89e974a39b312b0cf2dd711a81c1c,6573
9fb3d82c62827cec4be3d3a179cc0baf2ac6a134,1327
8f1f054166e163695036fea889f3c40f5753b71c,13069
de423619e886af38eeee72af34e9218012b7a5dc,1264925
62a9d0f050eb0a6b5cb22d15af1d7ecd4a347a50,441575
e8755e7c15ff7efbec08208d13cd6da6f86d0d27,1430569
257ef3f46964a996aa694021a5fadd084127ddcf,19005
7e1efeeaf35dff1496832aa6f3d76906dbbc830b,1791864
03330c6aeec707bc80f76b8f99350a91c5947098,521134
a2ced751c52f5853113a7e66dec92ca144d4ea37,203528
1b85e2f11e98e5ef6dde102f45ba025c5bd04e67,6935863
5fef0bce41e81305d29ab86b23e942bfc503a6bb,80592
1b85e2f11e98e5ef6dde102f45ba025c5bd04e67,93471
afd6108cf0e69701d9db1c6cc6f5f1a9cf18e431,28393
09a406499197d8133bc7b788cb49d3325b0bc33c,54503
b210fcfc16f835a3f405c85e80becca389659673,2029864
23212ec2e92e0569d58033bd3be060e4868ed477,545961
c8f513386c17064484be95e45b1a72375f0d1ce0,657795
0923e4c5b34ac08d94e7c4f564f611232de608b6,759611
7a0046d708d2fa5f51f834bab09bb24589a19cdf,592
0183b0205f11c0ca02bd6fa26d4884460b3f5de0,2308311
eebaf502fa535518e3b0d8c103999db172b0f1bb,128599
103567762540ea0b9fab56638cfdc0a0f1302e49,3073
39a6a544c3a223655e2a27abf6eda54ecd54e2fc,109205
806113e64bdf8a8f1d5ac55747c49cd9ad236d25,334673
5817dd851a9da29a9856c6027c8f246a72081853,269350
586f5a61b00f9d7160d8eba67d9b906039136aaf,42210
633bf359d0f7766e1bbcc1633632a769c9bcb661,137511
